frame,timestamp,u,v,x,y
17,0.661969696969697,842,227,-0.8241467475891113,-2.937371015548706
18,0.7009090909090909,807,242,-1.071251392364502,-2.7960808277130127
19,0.7398484848484849,775,259,-1.2971622943878174,-2.6359827518463135
20,0.7787878787878788,746,275,-1.5018887519836426,-2.4853291511535645
21,0.8177272727272726,713,291,-1.7348593473434448,-2.334705352783203
22,0.8566666666666666,688,304,-1.9113550186157227,-2.212334632873535
23,0.8956060606060605,663,320,-2.087848663330078,-2.0617263317108154
24,0.9345454545454545,638,335,-2.264355182647705,-1.9205458164215088
25,0.9734848484848484,616,349,-2.4196901321411133,-1.7887824773788452
26,1.0124242424242424,597,364,-2.5538442134857178,-1.6476022005081177
27,1.0513636363636363,576,374,-2.702157974243164,-1.5535070896148682
28,1.0903030303030303,562,387,-2.8010222911834717,-1.4311505556106567
29,1.1292424242424242,544,401,-2.928158760070801,-1.2993916273117065
30,1.1681818181818182,532,412,-3.0129215717315674,-1.19586181640625
31,1.207121212121212,522,424,-3.0835561752319336,-1.082912564277649
32,1.246060606060606,512,438,-3.1541943550109863,-0.9511346220970154
33,1.285,503,447,-3.217787504196167,-0.8664250373840332
34,1.323939393939394,499,461,-3.246030330657959,-0.7346346378326416
35,1.3628787878787878,494,472,-3.281355381011963,-0.6310886144638062
36,1.4018181818181819,492,484,-3.295475959777832,-0.5181248784065247
37,1.4407575757575757,492,495,-3.2954635620117188,-0.41457414627075195
38,1.4796969696969697,492,504,-3.295456886291504,-0.3298517167568207
39,1.5186363636363636,493,515,-3.288384199142456,-0.22630271315574646
40,1.5575757575757576,530,565,-3.0269291400909424,0.24433289468288422
41,1.5965151515151514,543,576,-2.9350979328155518,0.3478596806526184
42,1.6354545454545453,555,587,-2.850343942642212,0.45138558745384216
43,1.6743939393939393,570,599,-2.7444121837615967,0.5643191337585449
44,1.7133333333333332,587,605,-2.6243574619293213,0.6207727789878845
45,1.7522727272727272,607,616,-2.483140230178833,0.7242868542671204
46,1.791212121212121,628,626,-2.3348751068115234,0.8183887600898743
47,1.830151515151515,649,635,-2.1866207122802734,0.9030808210372925
48,1.869090909090909,671,644,-2.031315565109253,0.9877752065658569
49,1.908030303030303,696,655,-1.854840874671936,1.0912972688674927
50,1.9469696969696968,720,664,-1.6854279041290283,1.175999402999878
51,1.9859090909090908,750,674,-1.473663091659546,1.270117998123169
52,2.024848484848485,778,684,-1.276015043258667,1.364243984222412
53,2.0637878787878785,806,694,-1.0783627033233643,1.458376169204712
54,2.1027272727272726,839,704,-0.8454083204269409,1.5525157451629639
55,2.1416666666666666,870,713,-0.6265640258789062,1.6372486352920532
56,2.1806060606060607,903,722,-0.39359062910079956,1.7219895124435425
57,2.2195454545454543,938,733,-0.14648328721523285,1.8255691528320312
